word,emotion
deformity,sadness
defraud,anger
defraud,disgust
defunct,sadness
defy,anger
defy,fear
defy,sadness
defy,surprise
degeneracy,anger
degeneracy,disgust
degeneracy,sadness
degrade,disgust
degrading,disgust
degrading,fear
degrading,sadness
delay,anger
delay,disgust
delay,fear
delay,sadness
delegate,trust
deleterious,anger
deleterious,disgust
deleterious,fear
delicious,joy
delight,anticipation
delight,joy
delighted,anticipation
delighted,joy
delighted,surprise
delightful,anticipation
delightful,joy
delightful,trust
delinquent,anger
delinquent,disgust
delirious,sadness
delirium,disgust
delirium,sadness
deliverance,anticipation
deliverance,joy
deliverance,trust
delivery,anticipation
deluge,fear
deluge,sadness
deluge,surprise
delusion,anger
delusion,fear
delusion,sadness
delusional,anger
delusional,fear
demand,anger
demented,fear
dementia,fear
dementia,sadness
demise,fear
demise,sadness
demolish,anger
demolish,sadness
demon,anger
demon,disgust
demon,fear
demon,sadness
demonic,anger
demonic,disgust
demonic,fear
demonic,sadness
demonstrative,joy
demonstrative,sadness
demoralized,fear
demoralized,sadness
denied,sadness
denounce,anger
denounce,disgust
dentistry,fear
denunciation,anger
denunciation,disgust
denunciation,fear
deny,anger
denying,anticipation
depart,anticipation
depart,sadness
departed,sadness
departure,sadness
depend,anticipation
depend,trust
dependence,fear
dependence,sadness
dependent,trust
deplorable,anger
deplorable,disgust
deplorable,fear
deplorable,sadness
deplore,anger
deplore,disgust
deplore,sadness
deport,fear
deport,sadness
deportation,anger
deportation,fear
deportation,sadness
depository,trust
depraved,anger
depraved,anticipation
depraved,disgust
depraved,fear
depraved,sadness
depravity,anger
depravity,disgust
depreciate,anger
depreciate,disgust
depreciated,anger
depreciated,disgust
depreciated,fear
depreciated,sadness
depreciation,fear
depress,fear
depress,sadness
depressed,anger
depressed,fear
depressed,sadness
depressing,disgust
depressing,sadness
depression,sadness
depressive,sadness
deprivation,anger
deprivation,disgust
deprivation,fear
deprivation,sadness
depth,trust
deputy,trust
deranged,anger
deranged,disgust
deranged,fear
derision,anger
derision,disgust
dermatologist,trust
derogation,anger
derogation,disgust
derogation,fear
derogation,sadness
derogatory,anger
derogatory,disgust
derogatory,fear
derogatory,sadness
descent,fear
descent,sadness
desecration,anger
desecration,disgust
desecration,fear
desecration,sadness
desert,anger
desert,disgust
desert,fear
desert,sadness
deserted,anger
deserted,disgust
deserted,fear
deserted,sadness
deserve,anger
deserve,anticipation
deserve,trust
designation,trust
desist,anger
desist,disgust
desolation,fear
desolation,sadness
despair,anger
despair,disgust
despair,fear
despair,sadness
despairing,fear
despairing,sadness
despicable,anger
despicable,disgust
despise,anger
despise,disgust
despotic,fear
despotism,anger
despotism,disgust
despotism,fear
despotism,sadness
destination,anticipation
destination,fear
destination,joy
destination,sadness
destination,surprise
destined,anticipation
destitute,fear
destitute,sadness
destroyed,anger
destroyed,fear
destroyed,sadness
destroyer,anger
destroyer,fear
destroying,anger
destroying,fear
destroying,sadness
destruction,anger
destructive,anger
destructive,disgust
destructive,fear
detainee,anger
detainee,anticipation
detainee,fear
detainee,sadness
detention,sadness
deteriorate,fear
deteriorate,sadness
deteriorated,disgust
deteriorated,sadness
deterioration,anger
deterioration,disgust
deterioration,fear
deterioration,sadness
determinate,anticipation
determinate,trust
determination,trust
detest,anger
detest,disgust
detonate,fear
detonate,surprise
detonation,anger
detract,anger
devastate,anger
devastate,fear
devastate,sadness
devastating,anger
devastating,disgust
devastating,fear
devastating,sadness
devastating,trust
devastation,anger
devastation,fear
devastation,sadness
devastation,surprise
develop,anticipation
deviation,sadness
devil,anger
devil,anticipation
devil,disgust
devil,fear
devil,sadness
devilish,disgust
devilish,fear
devotional,trust
devout,anticipation
devout,joy
devout,trust
diabolical,anger
diabolical,disgust
diabolical,fear
diagnosis,anticipation
diagnosis,fear
diagnosis,trust
diamond,joy
diaper,disgust
diarrhoea,disgust
diary,joy
diary,trust
diatribe,anger
diatribe,disgust
dictator,fear
dictatorial,anger
dictatorship,anger
dictatorship,anticipation
dictatorship,disgust
dictatorship,fear
dictatorship,sadness
dictionary,trust
dictum,trust
die,fear
die,sadness
dietary,anticipation
differential,trust
differently,surprise
difficult,fear
difficulties,sadness
difficulty,anger
difficulty,fear
difficulty,sadness
digit,trust
dignity,trust
digress,anticipation
dike,fear
dilapidated,disgust
dilapidated,sadness
diligence,trust
diminish,sadness
dinosaur,fear
diplomacy,anticipation
diplomacy,trust
diplomatic,trust
dire,disgust
dire,fear
dire,sadness
dire,surprise
director,trust
dirt,disgust
dirty,disgust
disability,sadness
disable,fear
disable,sadness
disabled,fear
disabled,sadness
disagree,anger
disagreeing,anger
disagreeing,sadness
disagreement,anger
disagreement,sadness
disallowed,anger
disallowed,disgust
disallowed,fear
disallowed,sadness
disappear,fear
disappoint,anger
disappoint,disgust
disappoint,sadness
disappointed,anger
disappointed,disgust
disappointed,sadness
disappointing,sadness
disappointment,disgust
disappointment,sadness
disapproval,sadness
disapprove,anger
disapprove,disgust
disapprove,fear
disapprove,sadness
disapproved,anger
disapproved,sadness
disapproving,anger
disapproving,disgust
disapproving,sadness
disaster,anger
disaster,disgust
disaster,fear
disaster,sadness
disaster,surprise
disastrous,anger
disastrous,fear
disastrous,sadness
disciple,trust
discipline,fear
disclaim,anger
disclaim,disgust
disclaim,trust
disclosed,trust
discoloration,disgust
discolored,disgust
discolored,sadness
discomfort,sadness
disconnect,sadness
disconnected,sadness
discontent,anger
discontent,disgust
discontent,fear
discontent,sadness
discontinuity,disgust
discontinuity,fear
discontinuity,sadness
discord,anger
discord,disgust
discourage,fear
discourage,sadness
discreet,anticipation
discretion,anticipation
discretion,trust
discriminate,anger
discriminate,sadness
discriminating,disgust
discrimination,anger
discrimination,disgust
discrimination,fear
discrimination,sadness
disdain,anger
disdain,disgust
disease,anger
disease,disgust
disease,fear
disease,sadness
diseased,disgust
diseased,fear
diseased,sadness
disembodied,fear
disembodied,sadness
disfigured,anger
disfigured,disgust
disfigured,fear
disfigured,sadness
disgrace,anger
disgrace,disgust
disgrace,sadness
disgraced,anger
disgraced,disgust
disgraced,sadness
disgraceful,anger
disgraceful,disgust
disgruntled,anger
disgruntled,disgust
disgruntled,sadness
disgust,anger
disgust,disgust
disgust,fear
disgust,sadness
disgusting,anger
disgusting,disgust
disgusting,fear
disheartened,sadness
disheartening,sadness
dishonest,anger
dishonest,disgust
dishonest,sadness
dishonesty,disgust
dishonor,anger
dishonor,disgust
dishonor,fear
dishonor,sadness
disillusionment,anger
disillusionment,disgust
disillusionment,sadness
disinformation,anger
disinformation,fear
disingenuous,disgust
disintegrate,disgust
disintegrate,fear
dislike,anger
dislike,disgust
disliked,anger
disliked,sadness
dislocated,anger
dislocated,disgust
dislocated,fear
dislocated,sadness
dismal,disgust
dismal,fear
dismal,sadness
dismay,anger
dismay,anticipation
dismay,fear
dismay,sadness
dismay,surprise
dismemberment,disgust
dismemberment,fear
dismemberment,sadness
dismissal,anger
dismissal,disgust
dismissal,fear
dismissal,sadness
dismissal,surprise
disobedience,anger
disobedience,disgust
disobedient,anger
disobey,anger
disobey,disgust
disorder,fear
disparage,anger
disparage,disgust
disparage,sadness
disparaging,anger
disparaging,disgust
disparaging,sadness
disparity,anger
disparity,disgust
disparity,sadness
dispassionate,sadness
dispel,sadness
displaced,anger
displaced,fear
displaced,sadness
displeased,anger
displeased,disgust
displeased,fear
displeased,sadness
displeasure,disgust
dispose,disgust
disposed,anticipation
disposed,trust
dispossessed,anger
dispossessed,fear
dispossessed,sadness
dispute,anger
disqualified,anger
disqualified,disgust
disqualified,sadness
disqualify,sadness
disregarded,disgust
disreputable,anger
disreputable,disgust
disreputable,fear
disrespect,anger
disrespectful,anger
disrespectful,disgust
disrespectful,fear
disrespectful,sadness
disruption,anger
disruption,fear
disruption,surprise
dissection,disgust
dissension,anger
disservice,anger
disservice,disgust
disservice,sadness
dissident,anger
dissident,fear
dissolution,anger
dissolution,fear
dissolution,sadness
dissolution,surprise
dissonance,anger
distaste,disgust
distasteful,disgust
distorted,disgust
distracted,anger
distracting,anger
distracting,anticipation
distraught,sadness
distress,anger
distress,disgust
distress,fear
distress,sadness
distress,surprise
distressed,fear
distressing,anger
distressing,fear
distrust,anger
distrust,disgust
distrust,fear
disturbance,anger
disturbance,fear
disturbance,sadness
disturbance,surprise
disturbed,anger
disturbed,sadness
disused,anger
ditty,joy
divan,trust
divergent,surprise
diversion,surprise
divination,anticipation
divorce,anger
divorce,disgust
divorce,fear
divorce,sadness
divorce,surprise
divorce,trust
doctor,trust
doctrine,trust
dogma,trust
doldrums,sadness
dole,sadness
doll,joy
dolor,sadness
dolphin,joy
dolphin,surprise
dolphin,trust
dominant,fear
dominate,anger
dominate,fear
domination,anger
domination,fear
domination,sadness
dominion,fear
dominion,trust
don,trust
donkey,disgust
doom,fear
doomed,fear
doomed,sadness
doomsday,anger
doomsday,anticipation
doomsday,disgust
doomsday,fear
doomsday,sadness
doubt,fear
doubt,sadness
doubt,trust
doubtless,trust
dove,anticipation
dove,joy
dove,trust
downfall,fear
downfall,sadness
downright,trust
drab,sadness
draft,anticipation
dragon,fear
dread,anticipation
dread,fear
dreadful,anger
dreadful,anticipation
dreadful,disgust
dreadful,fear
dreadful,sadness
dreadfully,disgust
dreadfully,fear
dreadfully,sadness
dreadfully,surprise
dreary,sadness
drivel,disgust
drool,disgust
drown,fear
drown,sadness
drugged,sadness
drunken,disgust
dubious,fear
dubious,trust
duel,anger
duel,anticipation
duel,fear
dull,sadness
dumps,anger
dumps,sadness
dung,disgust
dungeon,fear
dupe,anger
duplicity,anger
durability,trust
durable,trust
duress,anger
duress,disgust
duress,fear
duress,sadness
dutiful,anticipation
dutiful,trust
dwarfed,fear
dwarfed,sadness
dying,anger
dying,disgust
dying,fear
dying,sadness
dynamic,surprise
dysentery,disgust
dysentery,sadness
eager,anticipation
eager,joy
eager,surprise
eager,trust
eagerness,anticipation
eagerness,joy
eagerness,trust
eagle,trust
earthquake,anger
earthquake,fear
earthquake,sadness
earthquake,surprise
economy,trust
ecstasy,anticipation
ecstasy,joy
ecstatic,anticipation
ecstatic,joy
ecstatic,surprise
edict,fear
edification,anticipation
edification,joy
edification,trust
edition,anticipation
educational,trust
eel,fear
effective,trust
efficient,anticipation
efficient,trust
effigy,anger
egotistical,disgust
egregious,anger
egregious,disgust
ejaculation,anticipation
ejaculation,joy
ejaculation,surprise
ejaculation,trust
elated,joy
elbow,anger
elder,trust
elders,trust
elect,trust
electorate,trust
electric,joy
electric,surprise
elegance,anticipation
elegance,joy
elegance,trust
elegant,joy
elevation,anticipation
elevation,fear
elevation,joy
elevation,trust
elf,anger
elf,disgust
elf,fear
elimination,anger
elimination,disgust
elimination,fear
elimination,sadness
elite,anticipation
elite,joy
elite,trust
elucidate,trust
elusive,surprise
emaciated,fear
emaciated,sadness
emancipation,anticipation
emancipation,joy
embarrass,sadness
embarrassment,fear
embarrassment,sadness
embarrassment,surprise
embolism,fear
embolism,sadness
embrace,anticipation
embrace,joy
embrace,surprise
embrace,trust
emergency,fear
emergency,sadness
emergency,surprise
eminence,trust
emphasize,trust
employ,trust
emptiness,sadness
enable,trust
enablement,trust
enchant,anticipation
enchant,joy
enchant,surprise
enchanted,joy
enchanted,trust
enchanting,anticipation
enchanting,joy
encourage,joy
encourage,trust
encroachment,fear
encumbrance,anger
encumbrance,fear
encumbrance,sadness
encyclopedia,trust
endanger,anticipation
endanger,fear
endangered,fear
endeavor,anticipation
endemic,disgust
endemic,fear
endemic,sadness
endless,anger
endless,fear
endless,joy
endless,sadness
endless,trust
endocarditis,fear
endocarditis,sadness
endow,trust
endowment,trust
enema,disgust
enemy,anger
enemy,disgust
enemy,fear
enforce,anger
enforce,fear
engaged,anticipation
engaged,joy
engaged,trust
engaging,joy
engaging,trust
engulf,anticipation
enigmatic,fear
enjoy,anticipation
enjoy,joy
enjoy,trust
enjoying,anticipation
enjoying,joy
enjoying,trust
enlighten,joy
enlighten,trust
enlightenment,joy
enlightenment,trust
enliven,joy
enliven,surprise
enliven,trust
enmity,anger
enmity,fear
enmity,sadness
enroll,anticipation
enroll,trust
ensemble,trust
enslaved,anger
enslaved,disgust
enslaved,fear
enslaved,sadness
entangled,anger
entangled,disgust
